,Unnamed: 0,Simulation number,Percent of coerced cars,Percent of lying cars,Percent of honest cars,Density,Accuracy,True Positives,True Negatives,False Positives,False Negatives,Percent True Positives,Percent True Negatives,Percent False Positives,Percent False Negatives
90,90,90,20.0,10.0,70.0,0.064,69.5,596,99,1,304,59.6,9.9,0.1,30.4
91,91,91,20.0,10.0,70.0,0.064,67.30000000000001,573,100,0,327,57.3,10.0,0.0,32.7
92,92,92,20.0,10.0,70.0,0.064,67.7,578,99,1,322,57.8,9.9,0.1,32.2
93,93,93,20.0,10.0,70.0,0.064,69.1,591,100,0,309,59.1,10.0,0.0,30.9
94,94,94,20.0,10.0,70.0,0.064,73.3,637,96,4,263,63.7,9.6,0.4,26.3
95,95,95,20.0,10.0,70.0,0.064,68.4,586,98,2,314,58.6,9.8,0.2,31.4
96,96,96,20.0,10.0,70.0,0.064,69.19999999999999,592,100,0,308,59.2,10.0,0.0,30.8
97,97,97,20.0,10.0,70.0,0.064,70.6,607,99,1,293,60.7,9.9,0.1,29.3
98,98,98,20.0,10.0,70.0,0.064,67.5,577,98,2,323,57.7,9.8,0.2,32.300000000000004
99,99,99,20.0,10.0,70.0,0.064,70.39999999999999,606,98,2,294,60.6,9.8,0.2,29.4
0,0,0,25.0,12.5,62.5,0.08,62.5,400,100,0,300,50.0,12.5,0.0,37.5
1,1,1,25.0,12.5,62.5,0.08,66.125,432,97,3,268,54.0,12.125,0.375,33.5
2,2,2,25.0,12.5,62.5,0.08,66.25,430,100,0,270,53.75,12.5,0.0,33.75
3,3,3,25.0,12.5,62.5,0.08,63.0,405,99,1,295,50.625,12.375,0.125,36.875
4,4,4,25.0,12.5,62.5,0.08,63.0,405,99,1,295,50.625,12.375,0.125,36.875
5,5,5,25.0,12.5,62.5,0.08,64.75,418,100,0,282,52.25,12.5,0.0,35.25
6,6,6,25.0,12.5,62.5,0.08,64.875,419,100,0,281,52.37500000000001,12.5,0.0,35.125
7,7,7,25.0,12.5,62.5,0.08,65.5,424,100,0,276,53.0,12.5,0.0,34.5
8,8,8,25.0,12.5,62.5,0.08,62.74999999999999,403,99,1,297,50.375,12.375,0.125,37.125
9,9,9,25.0,12.5,62.5,0.08,64.75,419,99,1,281,52.37500000000001,12.375,0.125,35.125
10,10,10,25.0,12.5,62.5,0.08,65.625,426,99,1,274,53.25,12.375,0.125,34.25
11,11,11,25.0,12.5,62.5,0.08,62.74999999999999,402,100,0,298,50.24999999999999,12.5,0.0,37.25
